folio,resuelto,ubicacion,grupo_asignado,zona,tiempo,estatus,inhibidor,comentarios,reporte,semanal,inhibidor_codigo,codigodescripcion,descripcion_resolutor,comentarios_resolutor,procede
INC057779915,2025-08-25 16:00:39,EDIF. CASA DE BOLSA LEON,EUT CAU Centro,1,1836,VENCIDO,VS,"2025-08-25 16:00:39 - FRANCISCO DANIEL DAVILA OLIVO (Observaciones adicionales)
Notas de resolución: ATENCION EN SITIO
TIPO DE INTERVENCION:CAU
FALLA REAL: FALLA TELÉFONO
ORDEN DE SERVICIO:MEPT_
INHIBIDOR:
VOBO: MA AURORA GUADALUPE LEYVA HERNANDEZ
ING:VICTOR JAIR ESPINOZA GARCIA
SOLUCION:SE REALIZA REEMPLAZO DE CABLE RETRACTIL
CORP:LAS QUINTAS
ZONA:0
LOCALIDAD:GUANAJUATO
FDDO

2025-08-25 15:59:26 - FRANCISCO DANIEL DAVILA OLIVO (Notas de trabajo)
AEX_2108250_INC057779915

2025-08-25 15:59:03 - FRANCISCO DANIEL DAVILA OLIVO (Notas de trabajo)
Archivo adjunto INC057779915.jpg ha sido agregado por FRANCISCO DANIEL DAVILA OLIVO

2025-08-21 18:59:16 - BRENDA ELENA CANJAY HERNANDEZ (Notas de trabajo)
AOA_2108250_INC057779915

2025-08-21 18:59:09 - BRENDA ELENA CANJAY HERNANDEZ (Notas de trabajo)
FOLIO EN VALIDACION CON AREA DE LEXMARK

2025-08-21 12:35:38 - JOSE GUADALUPE VARELA GONZALEZ (Notas de trabajo)
Favor de apoyar al usuario con un cable retráctil,  ya hicimos pruebas y es eso, se cambio por otro y funciono

2025-08-21 10:27:15 - BRENDA ELENA CANJAY HERNANDEZ (Notas de trabajo)
DE SU APOYO PARA VALIDACION

",CAU_INC,22 AGO - 28 AGO,AEX_2108250_INC057779915,17,ASIGNACION FUERA DE TIEMPO,SE REALIZA REEMPLAZO DE CABLE RETRACTIL,procede
INC057819893,2025-08-27 11:39:19,SUC. LAGOS DE MORENO  (0294),EUT CAU Centro,2,2141,VENCIDO,VS,"2025-08-27 11:39:19 - RODRIGO RESENDIZ RESENDIZ (Observaciones adicionales)
Notas de resolución: ATENCION EN SITIO
TIPO DE INTERVENCION:CAU
FALLA REAL:FALLA EN VISUALIZADOR DE WINDOWS
ORDEN DE SERVICIO:VJE846
INHIBIDOR:AEX_2208258_INC057819893
VOBO:EDGARDO PIÑON LARA
ING:VICTOR JAIR ESPINOZA GARCIA
SOLUCION:SE ACUDE A SITIO,SE ESTABLESEN PROGRAMAS VISUALIZADOR DE IMAGENES COMO PREDETERMINADOS, SE REALIZAN PRUEBAS, EQUIPOS QUEDAN TRABANJO DE MANERA CORRECTA.
CORP:SUC. LAGOS DE MORENO
CC:294
ZONA:2
LOCALIDAD:AGUASCALIENTES
RRR

2025-08-27 11:38:48 - RODRIGO RESENDIZ RESENDIZ (Notas de trabajo)
Archivo adjunto INC057819893.jpg ha sido agregado por RODRIGO RESENDIZ RESENDIZ

2025-08-27 11:28:03 - FRANCISCO DANIEL DAVILA OLIVO (Notas de trabajo)
AEX_2208258_INC057819893

2025-08-22 16:36:15 - BRENDA ELENA CANJAY HERNANDEZ (Observaciones adicionales)
SE CONTEMPLA ATENCION PARA EL DIA 25/08

2025-08-22 16:36:15 - BRENDA ELENA CANJAY HERNANDEZ (Notas de trabajo)
SE CONTEMPLA ATENCION PARA EL DIA 25/08

2025-08-22 14:02:36 - FRANCISCO JAVIER ENRIQUEZ GUERRERO (Observaciones adicionales)
Usuario solicita que el caso sea canalizado al área correspondiente, debido a que sus equipos no pueden visualizar los archivos .jpeg digitalizados del multifuncional. los archivos PDF y se pueden visualizar sin problemas

",CAU_INC,22 AGO - 28 AGO,AEX_2208258_INC057819893,17,ASIGNACION FUERA DE TIEMPO,"SE ACUDE A SITIO,SE ESTABLESEN PROGRAMAS VISUALIZADOR DE IMAGENES COMO PREDETERMINADOS, SE REALIZAN PRUEBAS, EQUIPOS QUEDAN TRABANJO DE MANERA CORRECTA.",procede
INC057819295,2025-08-25 12:09:39,SUC. NUEVO POLANCO (7854),EUT CAU Metro Sucursales,1,702,VENCIDO,VS,"2025-08-25 12:09:39 - NITZELI GABRIELA AVIÑA AGUILAR (Notas de trabajo)
ATENCION EN SITIO
TIPO DE INTERVENCION:  CAU
FALLA REAL:  FALLA EN DIADEMA
ORDEN DE SERVICIO:   FPG09
INHIBIDOR:   ARF_2508066_INC057819295
VOBO:   SOFIA ESPARRAGOZA ROJAS
ING:    FERNANDO PEREZ GONZALEZ
SOLUCION: SE CONFIGURA DIADEMA COMO PREDETERMINADA EN NAVEGADOR Y ACTIVAN PERMISOS DE MICROFONO, QUEDA OPERANDO OK 
SUC:     NUEVO POLANCO 
CC:     7854
ZONA: 1
LOCALIDAD:  CDMX 

NAA

2025-08-25 12:09:39 - NITZELI GABRIELA AVIÑA AGUILAR (Observaciones adicionales)
Notas de resolución: ATENCION EN SITIO
TIPO DE INTERVENCION:  CAU
FALLA REAL:  FALLA EN DIADEMA
ORDEN DE SERVICIO:   FPG09
INHIBIDOR:   ARF_2508066_INC057819295
VOBO:   SOFIA ESPARRAGOZA ROJAS
ING:    FERNANDO PEREZ GONZALEZ
SOLUCION: SE CONFIGURA DIADEMA COMO PREDETERMINADA EN NAVEGADOR Y ACTIVAN PERMISOS DE MICROFONO, QUEDA OPERANDO OK 
SUC:     NUEVO POLANCO 
CC:     7854
ZONA: 1
LOCALIDAD:  CDMX 

NAA


2025-08-22 14:56:19 - ARMANDO PEREZ RAMIREZ (Notas de trabajo)
El usuario no contesta

",CAU_INC,22 AGO - 28 AGO,ARF_2508066_INC057819295,18,ATENCION REMOTA FALLIDA,"SE CONFIGURA DIADEMA COMO PREDETERMINADA EN NAVEGADOR Y ACTIVAN PERMISOS DE MICROFONO, QUEDA OPERANDO OK",procede
INC057958100,2025-08-28 13:30:09,SUC. ECATEPEC  (7800),EUT CAU Metro Sucursales,2,768,VENCIDO,VS,"2025-08-28 13:30:09 - NITZELI GABRIELA AVIÑA AGUILAR (Observaciones adicionales)
Notas de resolución: ATENCION EN SITIO
TIPO DE INTERVENCION:  CAU
FALLA REAL:   NO FUNCIONA AUDIO
ORDEN DE SERVICIO:  IAPA09
INHIBIDOR:   ARF_2508080_INC057958100
VOBO:   CLAUDIA VERENICE ACEVES DIAZ
ING:    IZAR ANDRES PEÑA ACUÑA
SOLUCION:   SE REPARA DRIVER DE AUDIO, QUEDA OPERANDO OK
SUC:    TUIIO ECATEPEC  
CC:     7800
ZONA: 1
LOCALIDAD:  EDOMEX

NAA


2025-08-28 13:30:09 - NITZELI GABRIELA AVIÑA AGUILAR (Notas de trabajo)
ATENCION EN SITIO
TIPO DE INTERVENCION:  CAU
FALLA REAL:   NO FUNCIONA AUDIO
ORDEN DE SERVICIO:  IAPA09
INHIBIDOR:   ARF_2508080_INC057958100
VOBO:   CLAUDIA VERENICE ACEVES DIAZ
ING:    IZAR ANDRES PEÑA ACUÑA
SOLUCION:   SE REPARA DRIVER DE AUDIO, QUEDA OPERANDO OK
SUC:    TUIIO ECATEPEC  
CC:     7800
ZONA: 1
LOCALIDAD:  EDOMEX

NAA

",CAU_INC,22 AGO - 28 AGO,ARF_2508080_INC057958100,18,ATENCION REMOTA FALLIDA,"SE REPARA DRIVER DE AUDIO, QUEDA OPERANDO OK",procede
INC057789400,2025-08-22 15:10:41,SUC. ATLACOMULCO (0150),EUT CAU Metro Sucursales,2,591,VENCIDO,VS,"2025-08-22 15:10:41 - NITZELI GABRIELA AVIÑA AGUILAR (Notas de trabajo)
ATENCION EN SITIO
TIPO DE INTERVENCION:  CAU
FALLA REAL: ERROR EN PROCESO DE ENROLAMIENTO
BIOMETRICO: BIOCHECK	                                          
ORDEN DE SERVICIO: LEDM09
INHIBIDOR:   ARF_2508065_INC057789400
VOBO:  MARIA ANGELA SANCHEZ AGUIRRE
ING:   LUIS ENRIQUE DOMINGUEZ MORALES
SOLUCION: SE REALIZA REPARACION DE BIOCHECK, SE VALIDA CON USUARIO QUEDA OK
SUC:   ATLACOMULCO  
CC:    0150
ZONA: 2
LOCALIDAD:  TOLUCA

NAA

2025-08-22 15:10:41 - NITZELI GABRIELA AVIÑA AGUILAR (Observaciones adicionales)
Notas de resolución: ATENCION EN SITIO
TIPO DE INTERVENCION:  CAU
FALLA REAL: ERROR EN PROCESO DE ENROLAMIENTO
BIOMETRICO: BIOCHECK	                                          
ORDEN DE SERVICIO: LEDM09
INHIBIDOR:   ARF_2508065_INC057789400
VOBO:  MARIA ANGELA SANCHEZ AGUIRRE
ING:   LUIS ENRIQUE DOMINGUEZ MORALES
SOLUCION: SE REALIZA REPARACION DE BIOCHECK, SE VALIDA CON USUARIO QUEDA OK
SUC:   ATLACOMULCO  
CC:    0150
ZONA: 2
LOCALIDAD:  TOLUCA

NAA

",CAU_INC,22 AGO - 28 AGO,ARF_2508065_INC057789400,18,ATENCION REMOTA FALLIDA," SE REALIZA REPARACION DE BIOCHECK, SE VALIDA CON USUARIO QUEDA OK",procede
INC057894223,2025-08-26 12:40:15,SUC. XALOSTOC (0053),EUT CAU Metro Sucursales,2,457,VENCIDO,VS,"2025-08-26 12:40:15 - NITZELI GABRIELA AVIÑA AGUILAR (Observaciones adicionales)
Notas de resolución: ATENCION EN SITIO
TIPO DE INTERVENCION:  CAU
FALLA REAL:   FALLA EN TERMINAL FINANCIERO
ORDEN DE SERVICIO:  JBH00
INHIBIDOR:   ARF_2508073_INC057894223
VOBO:  MIRIAM LOPEZ MEDINA
ING:   JUAN BERRIOS HERNANDEZ
SOLUCION: SE CONECTA VIA REMOTA Y SE CORRIGE ERROR DE INICIO DE SESION EN TF, QUEDA OPERANDO OK  
SUC:  XALOSTOC  
CC:   0053   
ZONA: 1
LOCALIDAD:  EDOMEX

NAA

2025-08-26 12:40:15 - NITZELI GABRIELA AVIÑA AGUILAR (Notas de trabajo)
ATENCION EN SITIO
TIPO DE INTERVENCION:  CAU
FALLA REAL:   FALLA EN TERMINAL FINANCIERO
ORDEN DE SERVICIO:  JBH00
INHIBIDOR:   ARF_2508073_INC057894223
VOBO:  MIRIAM LOPEZ MEDINA
ING:   JUAN BERRIOS HERNANDEZ
SOLUCION: SE CONECTA VIA REMOTA Y SE CORRIGE ERROR DE INICIO DE SESION EN TF, QUEDA OPERANDO OK  
SUC:  XALOSTOC  
CC:   0053   
ZONA: 1
LOCALIDAD:  EDOMEX

NAA

",CAU_INC,22 AGO - 28 AGO,ARF_2508073_INC057894223,18,ATENCION REMOTA FALLIDA,"SE CONECTA VIA REMOTA Y SE CORRIGE ERROR DE INICIO DE SESION EN TF, QUEDA OPERANDO OK",procede
INC057921604,2025-08-26 17:25:19,7650-CENTRO PYME AGUASCALIENTES,EUT CAU Centro,1,406,VENCIDO,VS,"2025-08-26 17:25:19 - RODRIGO RESENDIZ RESENDIZ (Observaciones adicionales)
Notas de resolución: ATENCION EN SITIO
TIPO DE INTERVENCION:CAU
FALLA REAL:FALLA EN AUDIO
ORDEN DE SERVICIO:VGGM
INHIBIDOR:ARF_2608254_INC057921604
VOBO:ITARI DEL CARMEN MUÑOZ MARQUEZ
ING:VICTOR GIOVANNI GARCUA MONTAÑO
SOLUCION:SE ACUDE A SITIO,SE DETECTA QUE ES EQUIPO DE CONSULTORA, DEBERA CONSULTARLO CON LA CONSULTORA PARA LA VALIDACION.
CORP:
CC:7650-CENTRO PYME 
ZONA:1
LOCALIDAD: AGUASCALIENTES
RRR

2025-08-26 17:24:59 - RODRIGO RESENDIZ RESENDIZ (Notas de trabajo)
Archivo adjunto INC057921604.jpg ha sido agregado por RODRIGO RESENDIZ RESENDIZ

2025-08-26 17:12:56 - FRANCISCO DANIEL DAVILA OLIVO (Notas de trabajo)
ARF_2608254_INC057921604

2025-08-26 10:52:19 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
se contacta usuario y nos  indica que se encuentra en  Aguascalientes , favor de apoyar

",CAU_INC,22 AGO - 28 AGO,ARF_2608254_INC057921604,18,ATENCION REMOTA FALLIDA,"SE ACUDE A SITIO,SE DETECTA QUE ES EQUIPO DE CONSULTORA, DEBERA CONSULTARLO CON LA CONSULTORA PARA LA VALIDACION.",procede
INC057947990,2025-08-27 14:31:32,EDIF. REFORMA 490 CDMX,EUT CAU Metro Edificios,0,391,VENCIDO,VS,"2025-08-27 14:31:32 - CARLOS ALBERTO RODRIGUEZ CHONG (Observaciones adicionales)
Notas de resolución: ATENCION EN:	SITIO 
TIPO DE INTERVENCION:	CAU
FALLA REAL :	DISPOSITIVO  AFECTADO APLICATIVOS 
ORDEN DE SERVICIO:	CRC4993
INHIBIDOR:	ARF_2728251_INC057947990
VoBo:	ARIEL ALEJANDRO LOPEZ COCONE
ING:	Rodriguez Chong Carlos Alberto
SOLUCION 	SE VALIDA FALLA DE EQUIPO PERO EL PROBLEMA ES CON EL INGRESO A 390 CONECTADO POR VPN YA QUE POR RED DE BANCO INGRESA SIN PROBLEMAS SE LE INFORMA A USUARIO QUE ES POR EL CAMBIO QUE SE REALIZO EL DIA DE AYER  EN EQUIPO HP 440 G8 SE FORZAN POLITICAS SE BORRAN TEMPORALES SE DEJA EQUIPO OPERANDO 
CORPORATIVO:	REFORMA 490
SUC :	
EDIFICIO :	ED087
ZONA:	0
LOCALIDAD:	CDMX
CRC	

2025-08-27 08:25:16 - FRANCISCO ALBERTO JUAREZ RAMIREZ (Notas de trabajo)
SE CONTACTA A USUARIO, EL CUAL SE ENCUENTR DE CAMINO AL CORPORATIVO REFORMA 490,  SOLICITA LA ATENCION  A SU LLEGADA, APROXIMADAMENTE A LAS 10 AM

2025-08-27 08:21:33 - FRANCISCO ALBERTO JUAREZ RAMIREZ (Notas de trabajo)
ARF_2728251_INC057947990

",CAU_INC,22 AGO - 28 AGO,ARF_2728251_INC057947990,18,ATENCION REMOTA FALLIDA,FUE NECESARIO PROGRAMAR AL USUARIO PARA QUE ACUDA A  SITIO PARA SU ATENCION,procede
INC057895872,2025-08-26 12:44:40,EDIF. CORPORATIVO PATIO SANTA FE,EUT CAU Metro Edificios,0,355,VENCIDO,VS,"2025-08-26 12:44:41 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
Notas de resolución: ATENCION EN:	SITIO 
TIPO DE INTERVENCION:	CAU
FALLA REAL :	DISPOSITIVO DAÑADO   TECLADO  LAPTOP 
ORDEN DE SERVICIO:	AVM
INHIBIDOR:	ARF_2508257_INC057895872
Bobo:	RUBEN CISNEROS MORANTES
ING:	ABRAHAM VALDEZ MEZA 
SOLUCIÓN :	SE CONTACTA USUARI Y NOS INDICA QUE ESTA REALIZANDO HOME OFFICE, SE LE COMENTA AL USUSARIO QUE LA FALLA QUE REPORTA NO SE PUEDE ATWNDER DE FORMA REMOTA, TIENE UE ACUDIR A SITIO PARA VALIDAR SU EQUIPO, EL USUARIO COMENTA AHORA QUE  SE ENCUENTRA EN SITIO GENERARA UN FOLIO PARA SU SEGUIMIENTO 
CORPORATIVO:	PATIO SANTA FE 
SUC :	
EDIFICIO :	ED088
ZONA:	0
LOCALIDAD:	CDMX
JGR	

2025-08-25 19:26:12 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
ARF_2508257_INC057895872

2025-08-25 19:23:32 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
ARF_2508257_INC057895872

2025-08-25 19:23:13 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
se le marca en varias ocasiones al usuario al cel . 5513641882 y el usuario no responde manda al buzón .

",CAU_INC,22 AGO - 28 AGO,ARF_2508257_INC057895872,18,ATENCION REMOTA FALLIDA,FUE NECESARIO PROGRAMAR AL USUARIO PARA QUE ACUDA A  SITIO PARA SU ATENCION,procede
INC057956434,2025-08-27 17:42:39,EDIF. CORPORATIVO PATIO SANTA FE,EUT CAU Metro Edificios,0,350,VENCIDO,VS,"2025-08-27 17:42:39 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
Notas de resolución: ATENCION EN:	SITIO 
TIPO DE INTERVENCION:	CAU
FALLA REAL :	DISPOSITIVO AFECTADO  EXTENSION 
ORDEN DE SERVICIO:	GHR
INHIBIDOR:	ARF_2708253_INC057956434

Bobo:	MARIA DEL ROSARIO ALVA FLORES
ING:	Hernández Rosales Michelle Geovanni
SOLUCIÓN :	se acude a sitio y se valida aparato telefónico se remplaza se actualizan certificados y se firma extensión se realizan llamadas de entrada y salida que dando . 
CORPORATIVO:	PATIO SANTA FE 
SUC :	
EDIFICIO :	ED088
ZONA:	0
LOCALIDAD:	CDMX
JGR	

2025-08-27 13:11:38 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
ARF_2708253_INC057956434

2025-08-27 13:11:18 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
se acude a sitio y el usuario nos indica que requiere la atención master ya que se encuentra en una reunión y el aparato telefónico esta dentro de la oficina , en espera del usuario .

",CAU_INC,22 AGO - 28 AGO,ARF_2708253_INC057956434,18,ATENCION REMOTA FALLIDA,FUE NECESARIO PROGRAMAR AL USUARIO PARA QUE ACUDA A  SITIO PARA SU ATENCION,procede
INC057885776,2025-08-25 16:10:21,EDIF. CORPORATIVO PATIO SANTA FE,EUT CAU Metro Edificios,0,339,VENCIDO,VS,"2025-08-25 16:10:21 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
Notas de resolución: ATENCION EN:	SITIO 
TIPO DE INTERVENCION:	CAU
FALLA REAL :	DISPOSITIVO  AFECTADO APLICATIVOS 
ORDEN DE SERVICIO:	GHR
INHIBIDOR:	ARF_2508253_INC057885776
Bobo:	VIVIAN DE LOS RIOS ASALI
ING:	Hernández Rosales Michelle Geovanni
SOLUCIÓN :	SE ACUDE A SITIO SE VALIDA EQUIPO HP 640G9 SE REINSTALA TEAMS SE VALIDA CON USUARIO Y SE DEJA EQUIPO FUNCIONANDO 
CORPORATIVO:	SANTA FE 
SUC :	
EDIFICIO :	ED086
ZONA:	0
LOCALIDAD:	CDMX
JGR	

2025-08-25 14:05:32 - VIVIAN DE LOS RIOS ASALI (Observaciones adicionales)
Muy feliz mil gracias

2025-08-25 11:53:26 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
ARF_2508253_INC057885776

2025-08-25 11:52:55 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
se contacta usuario y nos indica que requiere la atención mas tarde ya que va entrar en una junta ,

",CAU_INC,22 AGO - 28 AGO,ARF_2508253_INC057885776,18,ATENCION REMOTA FALLIDA,FUE NECESARIO PROGRAMAR AL USUARIO PARA QUE ACUDA A  SITIO PARA SU ATENCION,procede
INC057989459,2025-08-28 17:40:40,EDIF. CORPORATIVO SANTA FE,EUT CAU Metro Edificios,0,327,VENCIDO,VS,"2025-08-28 17:40:40 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
Notas de resolución: JACQUELINE NOLASCO VENTURA	SITIO 
TIPO DE INTERVENCION:	CAU
FALLA REAL :	DISPOSITIVO AFECTADO  CONTROLADOR DE PUERTO C
ORDEN DE SERVICIO:	LJP
INHIBIDOR:	ARF_2808251_INC057989459
Bobo:	CARLOS FRANCISCO GONZALEZ LOREDO
ING:	LUIS JAIMES PEREZ
SOLUCIÓN :	SE ACUDE A SITIO SE VALIDA EQUIPO HP 640G9 SE DECTA PUERTO TIPO C DAÑADO SE GENERA GARANTIA CON PROVEEDOR HP CON NUMERO DE CASO 5147956032, SE SOLOCITA AL AREA DE EUT UN CABLE HDMI PARA DEJARLO DE RESPALDO EL CUAL NOS INDICA EL ING OMAR TORRES LOPEZ QUE EN  ESTE MOMENTO NO HAY EN EXISTENCIA 
CORPORATIVO:	SANTA FE 
SUC :	
EDIFICIO :	ED086
ZONA:	0
LOCALIDAD:	CDMX
JGR	

2025-08-28 13:48:52 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
ARF_2808251_INC057989459

",CAU_INC,22 AGO - 28 AGO,ARF_2808251_INC057989459,18,ATENCION REMOTA FALLIDA,FUE NECESARIO PROGRAMAR AL USUARIO PARA QUE ACUDA A  SITIO PARA SU ATENCION,procede
INC057957934,2025-08-27 17:45:47,EDIF. CORPORATIVO SANTA FE,EUT CAU Metro Edificios,0,281,VENCIDO,VS,"2025-08-27 17:45:47 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
Notas de resolución: ATENCION EN:	SITIO 
TIPO DE INTERVENCION:	CAU
FALLA REAL :	FALLA WINDOWS 
ORDEN DE SERVICIO:	
INHIBIDOR:	ARF_2708256_INC057957934
Bobo:	GUADALUPE CRUZ MANJARREZ BELLO
ING:	LUIS JAIMES PEREZ
SOLUCIÓN :	se acude a sitio y se  valida equipo HP640G9  se detecta que la sesión esta atrapada en una plata forma virtual ya que no cierran la sesión solo cierran la ventana , se le apoya a desbloquear su credencial y se le orienta al usuario que se tiene que cerrar la sesión . 
CORPORATIVO:	SANTA FE 
SUC :	
EDIFICIO :	ED086
ZONA:	0
LOCALIDAD:	CDMX
JGR	

2025-08-27 16:43:39 - LUIS JAIMES PEREZ (Notas de trabajo)
Archivo adjunto INC057957934.pdf ha sido agregado por LUIS JAIMES PEREZ

2025-08-27 16:32:11 - LUIS JAIMES PEREZ (Notas de trabajo)
Se valida la entrada con el uthenticator y ya permite la entrada y salida de el horizon

2025-08-27 16:28:17 - LUIS JAIMES PEREZ (Notas de trabajo)
Se cita al usuario para validar equipo, sigue sin tener acceso, se solicita un cierre de sesion remoto para cerrar la vlan que bloqueaba el acceso a la cuenta y permita el acceso, se cierra sesion desde el horizon y se comienza a validar el equipo

2025-08-27 15:40:37 - LUIS JAIMES PEREZ (Notas de trabajo)
Se acude a sitio donde dejaron la documentacion y no se encontro en sitio

2025-08-27 14:20:45 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
ARF_2708256_INC057957934

2025-08-27 13:05:27 - MIGUEL ANGEL HERNANDEZ HERNANDEZ (Observaciones adicionales)
Me encuentro en el piso 3 módulo 303 al fondo

",CAU_INC,22 AGO - 28 AGO,ARF_2708256_INC057957934,18,ATENCION REMOTA FALLIDA,FUE NECESARIO PROGRAMAR AL USUARIO PARA QUE ACUDA A  SITIO PARA SU ATENCION,procede
INC057992814,2025-08-28 17:45:09,EDIF. CORPORATIVO SANTA FE,EUT CAU Metro Edificios,0,188,VENCIDO,VS,"2025-08-28 17:45:09 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
Notas de resolución: JACQUELINE NOLASCO VENTURA	SITIO 
TIPO DE INTERVENCION:	CAU
FALLA REAL :	DISPOSITIVO AFECTADO  CONTROLADOR DE AUDIO 
ORDEN DE SERVICIO:	JMC
INHIBIDOR:	ARF_2808252_INC057992814
Bobo:	JOSE ALBERTO BUENO HERNANDEZ
ING:	Jesus Marin Casimiro 
SOLUCIÓN :	SE CIERRA FOLIO POR REPROGRAMACION YA QUE EL USUARIO SE ENCUENTRA EN HOME OFFICE, SE LOE INDICA AL USUARIO QUE LA FALLA QUE REPORTA NO SE PUEDE ATENDER VIA REMOTA SE LE INDICA QUE TIENE QUE ACUDIR A SITIO PARA VALIDAR EL EQUIPO FISICAMENTE, EL USUSARI NOS INDICA QUE AHORA QUE SE ENCUNETRE EN SITIO VA A GENERAR UN FOLIO PARA EL SEGUIMIENTO 
CORPORATIVO:	SANTA FE 
SUC :	
EDIFICIO :	ED086
ZONA:	0
LOCALIDAD:	CDMX
JGR	

2025-08-28 15:45:13 - JESUS ALBERTO MARIN CASIMIRO (Notas de trabajo)
SE CONTACTA AL MISMO NUMERO PERO NO HAY RESPUESTA ,QUEDO EN ESPERA .

2025-08-28 15:37:51 - GIOVANNI CONTRERAS ZETINA (Notas de trabajo)
ARF_2808252_INC057992814

2025-08-28 14:56:46 - JESUS ALBERTO MARIN CASIMIRO (Notas de trabajo)
SE CONTACTA A USUARIO ,NOS HACE MENCION QUE SE ENCUENTRA OCUPADO REQUIERE LA ATENCION MAS TARDE.

",CAU_INC,22 AGO - 28 AGO,ARF_2808252_INC057992814,18,ATENCION REMOTA FALLIDA,FUE NECESARIO PROGRAMAR AL USUARIO PARA QUE ACUDA A  SITIO PARA SU ATENCION,procede
INC057954659,2025-08-27 12:17:38,EDIF. CORPORATIVO PATIO SANTA FE,EUT CAU Metro Edificios,0,106,VENCIDO,VS,"2025-08-27 12:17:38 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
Notas de resolución: ATENCION EN:	SITIO 
TIPO DE INTERVENCION:	CAU
FALLA REAL :	DISPOSITIVO DAÑADO   TECLADO  LAPTOP 
ORDEN DE SERVICIO:	AVM
INHIBIDOR:	ARF_2708252_INC057954659
Bobo:	RUBEN CISNEROS MORANTES
ING:	ABRAHAM VALDEZ MEZA 
SOLUCIÓN :	se acude a sitio y se valida teclado dañado externo USB  se remplaza se valida y se deja equipo funcionando .
CORPORATIVO:	DIAMANTE 
SUC :	
EDIFICIO :	ED088
ZONA:	0
LOCALIDAD:	CDMX
JGR	

2025-08-27 12:08:44 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
ARF_2708252_INC057954659

",CAU_INC,22 AGO - 28 AGO,ARF_2708252_INC057954659,18,ATENCION REMOTA FALLIDA,FUE NECESARIO PROGRAMAR AL USUARIO PARA QUE ACUDA A  SITIO PARA SU ATENCION,procede
INC057954893,2025-08-27 12:19:08,EDIF. CORPORATIVO PATIO SANTA FE,EUT CAU Metro Edificios,0,96,VENCIDO,VS,"2025-08-27 12:19:08 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
Notas de resolución: ATENCION EN:	SITIO 
TIPO DE INTERVENCION:	CAU
FALLA REAL :	DISPOSITIVO AFECTADO  CONTROLADOR DE PUERTO C
ORDEN DE SERVICIO:	ABE
INHIBIDOR:	
Bobo:	LUIS MARCONI VAZQUEZ BRAVO
ING:	Barrientos Escobar Adrian
SOLUCIÓN :	se acude a sitio y se valida equipo HP640G9  se actualiza controlador de puertos , se deja equipo funcionando . 
CORPORATIVO:	PATIO SANTA FE 
SUC :	
EDIFICIO :	ED088
ZONA:	0
LOCALIDAD:	CDMX
JGR	

2025-08-27 12:14:42 - JULIO IVAN GONZALEZ RUIZ (Observaciones adicionales)
ARF_2708252_INC057954893

",CAU_INC,22 AGO - 28 AGO,ARF_2708252_INC057954893,18,ATENCION REMOTA FALLIDA,FUE NECESARIO PROGRAMAR AL USUARIO PARA QUE ACUDA A  SITIO PARA SU ATENCION,procede
